Object Name;Object Classification;Epoch (TDB);Orbit Axis (AU);Orbit Eccentricity;Orbit Inclination (deg);Perihelion Argument (deg);Node Longitude (deg);Mean Anomoly (deg);Perihelion Distance (AU);Aphelion Distance (AU);Orbital Period (yr);Minimum Orbit Intersection Distance (AU);Orbital Reference;Asteroid Magnitude
317212 (2002 CW46);Amor Asteroid;57800;1.835;0.3441;122.387;710.202;3.462.525;744.311;12.035;2.47;2.49;0.2932;31;19
317255 (2002 DJ5);Apollo Asteroid (Hazard);57800;14.004;0.5676;64.404;2.961.304;347.968;2.959.914;0.6055;2.2;1.66;0.0399;23;19.8
317643 (2003 FH1);Apollo Asteroid;57800;1.184;0.4396;146.442;291.179;402.286;3.480.852;0.6635;1.7;1.29;0.2037;106;18.2
317685 (2003 NO4);Amor Asteroid;57800;17.148;0.3126;226.985;1.711.711;1.353.884;175.545;11.787;2.25;2.25;0.1678;79;18.2
318050 (2004 FC32);Amor Asteroid;57800;19.223;0.3392;10.934;1.727.709;808.488;2.671.486;12.703;2.57;2.67;0.2566;42;18.7
318160 (2004 QZ2);Amor Asteroid;57800;22.589;0.4955;0.9724;2.081.194;2.197.785;2.168.823;11.397;3.38;3.4;0.1542;106;18.1
318411 (2005 AH14);Apollo Asteroid;57800;23.157;0.6083;128.318;1.924.046;593.494;1.335.912;0.9071;3.72;3.52;0.083;33;17.1
318450 (2005 EJ);Amor Asteroid;57800;14.451;0.154;124.584;921.251;33.518;3.457.939;12.225;1.67;1.74;0.3238;37;20
319988 (2007 DK);Apollo Asteroid;57800;13.963;0.5504;51.759;3.549.767;2.909.071;3.064.462;0.6278;2.16;1.65;0.0894;34;19.5
320378 (2007 UR3);Amor Asteroid;57800;15.599;0.2837;13.114;3.161.953;1.561.074;2.298.923;11.174;2;1.95;0.1351;71;21.3
322652 (1999 JO8);Amor Asteroid;57800;26.519;0.5741;243.523;2.059.043;800.486;325.207;11.295;4.17;4.32;0.1468;42;16.9
322705 (2000 DK8);Apollo Asteroid;57800;25.285;0.6888;126.857;3.408.212;102.762;935.634;0.7869;4.27;4.02;0.1252;29;19.3
322756 (2001 CK32);Aten Asteroid;57800;0.7252;0.3826;81.305;2.341.146;1.094.373;1.161.526;0.4477;1;0.62;0.0769;36;19
322763 (2001 FA7);Apollo Asteroid;57800;20.064;0.5365;228.561;624.414;352.545;2.765.954;0.9299;3.08;2.84;0.1024;54;17
322775 (2001 HA8);Amor Asteroid;57800;23.871;0.5284;114.547;2.026.539;957.351;722.777;11.256;3.65;3.69;0.1245;74;17.2
322913 (2002 CM1);Amor Asteroid;57800;23.001;0.4615;449.882;84.21;3.081.745;1.673.219;12.386;3.36;3.49;0.5796;42;16.9
322966 (2002 KF4);Amor Asteroid;57800;29.027;0.5769;37.035;1.936.484;779.001;3.416.382;12.283;4.58;4.95;0.2238;81;16.9
323179 (2003 HR32);Apollo Asteroid;57800;17.487;0.687;82.806;3.526.794;3.419.763;3.104.164;0.5474;2.95;2.31;0.1413;52;18.1
323300 (2003 UD22);Apollo Asteroid;57800;11.686;0.3183;100.758;235.405;2.538.295;2.639.444;0.7967;1.54;1.26;0.1363;31;19.6
325102 (2008 EY5);Aten Asteroid;57800;0.6263;0.6266;5.105;1.064.671;2.456.487;1.631.652;0.2339;1.02;0.5;0.0788;36;20.1
325395 (2009 CQ5);Aten Asteroid (Hazard);57800;0.9327;0.0914;186.833;1.181.794;2.786.946;41.423;0.8474;1.02;0.9;0.0479;49;17.6
325769 (2010 LY63);Amor Asteroid;57800;19.028;0.4137;111.266;3.504.313;3.449.797;1.651.312;11.157;2.69;2.62;0.1103;94;17.9
326290 Akhenaten;Aten Asteroid (Hazard);57800;0.8789;0.4403;33.788;309.356;534.641;1.959.383;0.4919;1.27;0.82;0.0034;48;21.8
326291 (1998 HM3);Amor Asteroid;57800;12.466;0.0622;393.322;1.370.248;2.108.239;603.068;1.169;1.32;1.39;0.1932;32;19
326302 (1998 VN);Apollo Asteroid;57800;13.871;0.3447;120.354;2.459.059;2.279.818;27.819;0.909;1.87;1.63;0.0518;32;20.5
326332 (2000 GS146);Amor Asteroid;57800;13.044;0.1972;468.527;808.012;336.931;1.894.973;10.472;1.56;1.49;0.2147;24;17.9
326354 (2000 SJ344);Apollo Asteroid;57800;1.14;0.1745;57.671;187.778;149.799;1.522.118;0.941;1.34;1.22;0.0452;26;22.6
326386 (2001 OA14);Apollo Asteroid;57800;10.891;0.4215;292.387;1.443.603;3.095.415;1.472.372;0.6301;1.55;1.14;0.2457;45;18.4
326388 (2001 QD96);Apollo Asteroid;57800;1.274;0.4963;179.546;1.457.366;3.303.299;1.563.851;0.6417;1.91;1.44;0.233;73;18.2
326683 (2002 WP);Amor Asteroid;57800;14.501;0.2159;191.497;11.233;763.293;38.357;11.371;1.76;1.75;0.1527;125;18.4
326732 (2003 HB6);Amor Asteroid;57800;27.135;0.5702;66.143;1.457.707;1.616.534;20.547;11.661;4.26;4.47;0.1658;113;17.6
326742 (2003 QN47);Amor Asteroid;57800;17.355;0.3684;280.121;3.241.843;3.493.843;336.21;10.961;2.37;2.29;0.1398;61;18
326777 (2003 SV222);Amor Asteroid;57800;17.455;0.3895;194.087;752.003;2.344.968;3.323.753;10.656;2.43;2.31;0.2299;49;17.7
326946 (2004 EN20);Amor Asteroid;57800;18.662;0.3795;40.125;2.463.882;1.855.983;830.914;11.579;2.57;2.55;0.3458;40;18.4
327140 (2005 EE224);Amor Asteroid;57800;17.447;0.3735;218.258;2.082.541;199.821;337.667;1.093;2.4;2.3;0.1194;21;19.9
328059 (2007 UB6);Amor Asteroid;57800;14.387;0.1665;14.2;255.258;568.694;2.109.921;11.991;1.68;1.73;0.2741;47;19.5
329275 (1999 VP6);Apollo Asteroid;57800;13.785;0.3045;128.194;108.889;2.271.188;274.512;0.9587;1.8;1.62;0.0947;54;19.9
329291 (2000 JB6);Amor Asteroid;57800;1.786;0.3451;106.409;1.756.094;1.106.523;3.373.037;11.696;2.4;2.39;0.154;28;19.2
329338 (2001 JW2);Apollo Asteroid;57800;16.981;0.4885;95.867;879.037;2.472.683;359.532;0.8686;2.53;2.21;0.0831;69;19.1
329340 (2001 LM5);Amor Asteroid;57800;12.316;0.0345;125.475;2.557.778;270.194;2.669.735;11.891;1.27;1.37;0.2221;97;19.3
329343 (2001 QG96);Amor Asteroid;57800;1.708;0.2689;234.977;1.926.288;1.705.079;3.221.423;12.487;2.17;2.23;0.2491;21;19.7
329390 (2001 YP2);Amor Asteroid;57800;20.022;0.4797;27.923;2.886.076;927.268;1.561.322;10.418;2.96;2.83;0.2659;22;19
329395 (2002 AC);Apollo Asteroid;57800;22.543;0.6487;347.448;1.321.413;729.648;1.467.318;0.7918;3.72;3.38;0.0906;18;17.9
329437 (2002 OA22);Aten Asteroid (Hazard);57800;0.9354;0.2431;68.833;3.186.449;1.741.062;1.653.874;0.708;1.16;0.9;0.0357;148;19.4
329520 (2002 SV);Amor Asteroid;57800;1.403;0.2367;167.751;3.269.753;352.662;2.596.214;10.708;1.74;1.66;0.0931;79;19.8
329571 (2002 VC92);Amor Asteroid;57800;14.607;0.2785;273.193;231.774;2.436.112;346.795;10.539;1.87;1.77;0.1515;28;18.9
329614 (2003 KU2);Apollo Asteroid (Hazard);57800;26.886;0.677;54.014;2.467.558;1.052.639;58.276;0.8683;4.51;4.41;0.0267;88;17.6
329669 (2003 UD8);Amor Asteroid;57800;27.185;0.5354;38.865;1.083.544;2.384.012;3.476.422;12.631;4.17;4.48;0.2669;48;16.6
329713 (2003 WO7);Amor Asteroid;57800;2.151;0.4364;76.656;2.457.783;912.655;1.114.665;12.123;3.09;3.15;0.2405;39;18.8
329770 (2004 JA);Apollo Asteroid;57800;13.559;0.6283;296.025;543.088;569.267;721.648;0.504;2.21;1.58;0.1379;59;17.9
329774 (2004 LE);Apollo Asteroid;57800;26.443;0.8375;404.599;1.851.984;2.115.347;3.180.248;0.4297;4.86;4.3;0.5627;35;16.6
329915 (2005 MB);Aten Asteroid;57800;0.9853;0.7928;413.881;428.252;886.449;672.373;0.2042;1.77;0.98;0.0681;34;17.1
330233 (2006 KV86);Apollo Asteroid (Hazard);57800;15.431;0.3742;370.746;1.537.963;2.200.673;911.986;0.9657;2.12;1.92;0.0021;38;18.7
330659 (2008 GG2);Amor Asteroid;57800;15.872;0.2778;130.179;0.4342;1.987.181;1.546.749;11.463;2.03;2;0.1445;41;22.9
330809 (2008 VK14);Apollo Asteroid;57800;15.419;0.5058;69.117;299.912;308.21;1.423.571;0.762;2.32;1.91;0.0842;53;19.2
330825 (2008 XE3);Amor Asteroid;57800;26.072;0.5508;74.757;445.127;3.152.226;183.545;11.712;4.04;4.21;0.1899;117;16.3
331471 (1984 QY1);Apollo Asteroid;57800;24.974;0.8944;142.568;3.370.428;1.423.357;746.047;0.2636;4.73;3.95;0.1341;99;15.6
331509 (1999 YA);Amor Asteroid;57800;16.769;0.3393;382.363;2.655.591;1.061.953;107.207;11.079;2.25;2.17;0.3687;57;18.3
331510 (2000 AE6);Amor Asteroid;57800;27.162;0.5531;118.949;2.796.315;1.196.959;3.215.757;12.138;4.22;4.48;0.3148;23;17.5
331769 (2003 BQ35);Amor Asteroid;57800;14.255;0.2452;84.823;2.239.522;1.370.133;2.063.057;10.759;1.78;1.7;0.1007;50;19.8
331792 (2003 MT2);Amor Asteroid;57800;26.879;0.5331;278.929;3.045.052;305.157;532.408;12.551;4.12;4.41;0.3758;110;16
331876 (2004 CL);Apollo Asteroid (Hazard);57800;12.844;0.5363;133.065;2.745.687;109.465;278.923;0.5955;1.97;1.46;0.0231;28;20.5
331963 (2004 XK35);Amor Asteroid;57800;19.527;0.4166;314.705;640.408;2.638.846;2.267.113;11.391;2.77;2.73;0.2945;67;17.6
331990 (2005 FD);Apollo Asteroid;57800;14.607;0.394;113.299;2.709.285;133.728;2.072.797;0.8852;2.04;1.77;0.0975;43;19.6
331999 (2005 HA8);Amor Asteroid;57800;17.404;0.2859;133.911;1.733.439;1.021.546;217.144;12.428;2.24;2.3;0.2277;35;19.2
332408 (2007 MM13);Apollo Asteroid;57800;1.401;0.5686;381.981;2.944.334;2.426.318;3.269.573;0.6044;2.2;1.66;0.1629;64;17.8
332446 (2008 AF4);Apollo Asteroid (Hazard);57800;13.823;0.4108;89.194;293.393;1.093.805;2.467.735;0.8144;1.95;1.63;0.002;82;19.6
332775 (2009 VO24);Apollo Asteroid;57800;15.472;0.4619;60.559;3.435.131;1.637.177;2.264.882;0.8325;2.26;1.92;0.0737;45;19.7
333284 (1999 PJ1);Amor Asteroid;57800;16.752;0.3596;34.479;804.981;3.194.922;3.489.449;10.728;2.28;2.17;0.3079;53;18.1
333311 (2001 MR3);Amor Asteroid;57800;23.684;0.4511;44.244;594.479;2.203.909;1.059.439;1.3;3.44;3.64;0.2938;46;19.1
333358 (2001 WN1);Amor Asteroid;57800;15.018;0.3032;140.711;1.273.083;2.436.868;1.345.154;10.465;1.96;1.84;0.1283;69;19.5
333478 (2004 SD20);Aten Asteroid;57800;0.8751;0.4648;21.335;944.479;465.973;3.085.081;0.4684;1.28;0.82;0.1799;26;18.2
333480 (2004 TC10);Apollo Asteroid;57800;11.205;0.4073;141.049;1.359.956;164.602;487.696;0.6641;1.58;1.19;0.1392;24;20.2
333510 (2005 MD);Apollo Asteroid;57800;17.584;0.608;207.624;202.443;1.889.887;3.100.613;0.6892;2.83;2.33;0.2554;29;18.7
333521 (2005 PO);Apollo Asteroid (Hazard);57800;12.523;0.3732;125.143;2.494.661;3.005.517;1.770.278;0.785;1.72;1.4;0.0174;47;19.9
333555 (2005 VY17);Amor Asteroid;57800;19.845;0.4388;254.276;663.715;792.015;3.324.121;11.138;2.86;2.8;0.2953;56;17.3
333578 (2006 KM103);Apollo Asteroid (Hazard);57800;15.736;0.377;116.833;1.969.342;1.695.009;774.862;0.9804;2.17;1.97;0.0125;82;20.2
333707 (2008 YT30);Apollo Asteroid;57800;12.696;0.2753;161.408;3.340.874;269.592;1.058.501;0.9201;1.62;1.43;0.0709;47;19.4
333755 (2010 VC1);Apollo Asteroid;57800;11.561;0.5587;209.569;22.145;1.822.521;292.848;0.5102;1.8;1.24;0.3322;38;19.3
333888 (1998 ST4);Amor Asteroid;57800;28.134;0.5992;93.011;2.070.554;2.393.166;2.930.428;11.275;4.5;4.72;0.1575;49;16.4
333889 (1998 SV4);Aten Asteroid;57800;0.8165;0.642;533.011;3.595.055;1.772.527;1.469.426;0.2923;1.34;0.74;0.337;110;18.1
333908 (1999 TN12);Amor Asteroid;57800;18.866;0.3908;372.833;1.503.311;2.123.451;2.662.107;11.493;2.62;2.59;0.1935;43;17.8
334412 (2002 EZ2);Amor Asteroid;57800;12.493;0.0461;130.258;1.862.543;1.811.011;499.138;11.917;1.31;1.4;0.1897;98;20.2
334673 (2003 AL18);Apollo Asteroid;57800;16.845;0.4168;157.283;2.465.885;3.129.917;1.250.438;0.9824;2.39;2.19;0.1336;106;17.9
335746 (2007 EJ26);Amor Asteroid;57800;16.416;0.2689;290.455;2.243.403;1.763.811;28.442;12.001;2.08;2.1;0.2614;56;18.3
335758 (2007 EM88);Amor Asteroid;57800;16.508;0.2677;35.769;3.369.791;782.517;3.469.279;1.209;2.09;2.12;0.2227;64;19.6
337053 (1996 XW1);Apollo Asteroid;57800;17.256;0.4543;305.873;2.646.301;2.478.856;2.903.457;0.9416;2.51;2.27;0.2435;21;19.1
337069 (1998 FX134);Amor Asteroid;57800;22.575;0.4288;52.171;2.539.277;3.495.306;1.835.752;12.896;3.23;3.39;0.2945;47;18.6
337075 (1998 QC1);Apollo Asteroid (Hazard);57800;19.826;0.5911;96.386;1.152.557;3.085.109;1.938.485;0.8106;3.15;2.79;0.0171;56;19.7
337084 (1998 SE36);Amor Asteroid;57800;13.413;0.099;116.767;271.086;1.992.529;731.344;12.085;1.47;1.55;0.2124;61;19.6
337118 (1999 TX2);Apollo Asteroid;57800;12.808;0.4635;613.871;535.458;1.799.595;655.735;0.6871;1.87;1.45;0.1978;50;18.3
337119 (1999 TK12);Amor Asteroid;57800;1.683;0.3929;244.894;112.13;3.591.277;2.879.633;10.217;2.34;2.18;0.1954;54;18.6
337228 (2000 FL1);Amor Asteroid;57800;27.337;0.5281;436.486;7.277;788.852;3.046.817;12.901;4.18;4.52;0.309;51;15.5
337248 (2000 RH60);Aten Asteroid;57800;0.8259;0.5514;196.476;354.393;1.778.907;1.394.587;0.3705;1.28;0.75;0.1762;73;20
337252 (2000 SD8);Apollo Asteroid;57800;1.129;0.3137;65.477;2.115.968;191.228;3.346.199;0.7748;1.48;1.2;0.0866;30;20.7
337345 (2001 KO20);Amor Asteroid;57800;1.22;0.1213;141.938;663.433;752.703;3.267.956;10.719;1.37;1.35;0.1491;42;20.6
337557 (2001 SF262);Amor Asteroid;57800;16.914;0.2339;433.465;100.377;3.472.977;3.507.428;12.957;2.09;2.2;0.2932;26;18.4
337558 (2001 SG262);Apollo Asteroid (Hazard);57800;19.622;0.582;48.163;997.103;3.594.666;1.918.733;0.8203;3.1;2.75;0.0313;20;19.3
337866 (2001 WL15);Amor Asteroid;57800;19.871;0.4744;69.412;144.401;1.121.868;1.368.888;10.445;2.93;2.8;0.065;140;18.8
338049 (2002 NY31);Apollo Asteroid;57800;22.124;0.5453;409.053;2.827.928;1.181.576;1.207.711;1.006;3.42;3.29;0.3177;49;17.2
338172 (2002 RV112);Amor Asteroid;57800;22.218;0.4891;16.51;1.995.568;1.960.776;1.269.529;11.352;3.31;3.31;0.1528;46;17.4
338176 (2002 RC118);Amor Asteroid;57800;29.506;0.5666;280.264;2.222.108;2.089.638;292.785;12.789;4.62;5.07;0.369;105;16.8
338292 (2002 UA31);Aten Asteroid;57800;0.7987;0.4872;30.705;3.586.505;2.093.277;1.784.787;0.4096;1.19;0.71;0.1933;51;19
338347 (2002 XG4);Amor Asteroid;57800;22.652;0.4799;210.305;2.381.352;2.594.627;391.694;11.781;3.35;3.41;0.3102;33;18.2
338567 (2003 SJ84);Amor Asteroid;57800;17.379;0.2838;366.671;3.070.531;1.830.927;2.014.998;12.447;2.23;2.29;0.3488;32;19.5
339492 (2005 GQ21);Amor Asteroid;57800;14.264;0.2153;470.263;1.436.112;2.032.581;2.235.776;11.194;1.73;1.7;0.1613;46;18.2
339714 (2005 ST1);Apollo Asteroid;57800;14.514;0.371;202.345;806.058;76.165;1.407.682;0.913;1.99;1.75;0.1286;48;20.4
339715 (2005 SS4);Apollo Asteroid;57800;14.598;0.7516;145.856;1.922.239;28.685;2.197.863;0.3626;2.56;1.76;0.1899;22;19.1
340048 (2005 VT5);Amor Asteroid;57800;14.499;0.2611;195.399;3.194.137;2.218.501;515.599;10.713;1.83;1.75;0.1119;34;19
340291 (2006 CV);Apollo Asteroid;57800;11.457;0.3817;20.201;2.845.996;3.304.221;2.799.383;0.7084;1.58;1.23;0.0587;30;19.8
340666 (2006 RO36);Aten Asteroid;57800;0.9061;0.2312;238.561;2.611.223;2.709.608;1.671.841;0.6966;1.12;0.86;0.111;77;17.8
341050 (2007 HZ);Amor Asteroid;57800;13.292;0.1425;74.188;2.590.713;2.083.578;2.315.887;11.397;1.52;1.53;0.2027;63;20.3
341816 (2007 YK);Amor Asteroid;57800;1.87;0.3219;318.342;2.814.212;1.328.816;242.83;12.681;2.47;2.56;0.499;51;17.5
341843 (2008 EV5);Aten Asteroid (Hazard);57800;0.9583;0.0835;74.368;2.348.246;933.912;34.092;0.8783;1.04;0.94;0.0143;102;20
342866 (2008 YU32);Apollo Asteroid (Hazard);57800;1.537;0.5955;34.099;839.073;2.326.443;1.346.546;0.6217;2.45;1.91;0.0064;50;20.1
343098 (2009 DV42);Amor Asteroid;57800;16.149;0.2751;19.924;3.437.929;1.170.296;41.746;11.706;2.06;2.05;0.1947;120;18.7
343158 (2009 HC82);Apollo Asteroid;57800;2.527;0.8066;1.543.751;2.987.653;2.952.337;223.353;0.4887;4.57;4.02;0.1465;46;16.2
343166 (2009 SO103);Apollo Asteroid;57800;20.037;0.6638;294.692;3.046.163;1.947.433;1.638.173;0.6737;3.33;2.84;0.1469;68;17.3
344074 (1997 UH9);Aten Asteroid;57800;0.83;0.4747;25.493;1.808.985;42.412;3.585.643;0.436;1.22;0.76;0.2241;34;18.7
344076 (1998 HJ3);Apollo Asteroid (Hazard);57800;19.861;0.7464;65.578;940.816;2.236.854;2.315.706;0.5038;3.47;2.8;0.0112;26;18.8
344133 (2000 AD6);Amor Asteroid;57800;22.128;0.4239;300.652;3.352.811;1.128.224;813.838;12.747;3.15;3.29;0.3175;19;18.4
344143 (2000 JQ3);Amor Asteroid;57800;24.651;0.4851;77.686;2.183.353;547.111;1.054.421;12.693;3.66;3.87;0.2688;30;18.2
344756 (2003 VO2);Amor Asteroid;57800;13.152;0.1005;71.213;2.290.082;2.686.481;2.046.676;1.183;1.45;1.51;0.2159;29;20.8
345646 (2006 TN);Amor Asteroid;57800;15.621;0.3454;17.275;1.316.483;243.575;0.2615;10.226;2.1;1.95;0.098;63;19.9
345705 (2006 VB14);Aten Asteroid;57800;0.7669;0.4213;310.225;3.464.333;2.587.354;2.866.976;0.4438;1.09;0.67;0.079;143;18.6
345722 (2007 BG29);Aten Asteroid;57800;0.8325;0.3347;185.083;2.450.826;609.878;309.219;0.5538;1.11;0.76;0.0868;49;18.2
345813 (2007 HX4);Apollo Asteroid;57800;13.174;0.3317;565.617;145.044;416.808;2.758.956;0.8804;1.75;1.51;0.1032;36;17.7
345853 (2007 PU11);Amor Asteroid;57800;28.226;0.5528;138.103;1.950.337;2.079.409;3.453.048;12.622;4.38;4.74;0.2757;130;16.2
347634 (2001 SW269);Apollo Asteroid;57800;11.222;0.5542;244.675;294.389;1.912.539;904.323;0.5003;1.74;1.19;0.2296;32;19.5
347813 (2002 NP1);Amor Asteroid;57800;12.482;0.1652;191.245;1.451.365;3.150.626;163.243;10.419;1.45;1.39;0.0813;217;17.7
348304 (2005 AN19);Amor Asteroid;57800;19.347;0.3351;398.442;471.488;1.214.885;1.393.876;12.864;2.58;2.69;0.3921;35;18
348306 (2005 AY28);Aten Asteroid (Hazard);56671;0.8722;0.5702;58.989;1.558.246;117.63;2.575.917;0.3749;1.37;0.81;0.0358;57;21.4
348314 (2005 BC);Apollo Asteroid (Hazard);57800;11.896;0.278;301.217;841.944;292.482;1.569.543;0.8588;1.52;1.3;0.0456;59;17.9
348400 (2005 JF21);Amor Asteroid (Hazard);57800;22.248;0.5361;10.856;2.060.556;1.322.779;1.590.634;1.032;3.42;3.32;0.0462;183;17.3
348461 (2005 SH19);Apollo Asteroid;57800;22.745;0.8551;477.174;1.583.464;184.456;644.582;0.3296;4.22;3.43;0.4904;45;17.1
348595 (2005 XE1);Amor Asteroid;57800;14.494;0.1516;291.304;314.756;831.963;1.960.056;12.297;1.67;1.74;0.2887;30;18.9
348776 (2006 KZ37);Apollo Asteroid;57800;12.847;0.2087;213.683;2.432.317;956.892;566.373;10.165;1.55;1.46;0.0967;50;19.1
349063 (2006 XA);Apollo Asteroid;57800;21.996;0.5463;103.098;3.009.235;2.529.137;193.582;0.998;3.4;3.26;0.0945;50;17.3
349068 (2006 YT13);Apollo Asteroid (Hazard);57800;13.231;0.4259;382.413;1.054.748;116.734;1.913.697;0.7596;1.89;1.52;0.0369;66;18.3
349074 (2007 BM8);Apollo Asteroid;57800;13.415;0.7207;276.333;1.792.519;876.437;1.133.394;0.3747;2.31;1.55;0.4067;32;18.2
349219 (2007 SV11);Apollo Asteroid;57800;1.734;0.4936;322.162;23.735;2.922.404;479.628;0.8781;2.59;2.28;0.109;31;18.2
349507 (2008 QY);Apollo Asteroid (Hazard);57800;11.669;0.5814;135.824;2.548.312;19.844;310.456;0.4885;1.85;1.26;0.0303;65;18.6
349925 (2009 WC26);Apollo Asteroid;57800;21.716;0.6973;120.044;3.508.997;2.030.808;476.733;0.6574;3.69;3.2;0.1983;59;17.4
349928 (2009 WD106);Apollo Asteroid;57800;19.334;0.7763;109.804;166.817;2.945.795;2.714.543;0.4325;3.43;2.69;0.1576;24;18.6
350462 (1998 KG3);Amor Asteroid;55507;1.161;0.1187;5.503;267.622;2.080.433;949.079;10.232;1.3;1.25;0.0963;44;22.1
350513 (2000 BG19);Amor Asteroid;57800;2.657;0.5612;125.755;795.805;1.475.747;3.058.193;11.658;4.15;4.33;0.2774;32;17.9
350523 (2000 EA14);Apollo Asteroid (Hazard);57800;1.117;0.2026;35.555;2.059.949;2.038.681;2.217.982;0.8906;1.34;1.18;0.0432;46;21.1
350536 (2000 QY69);Amor Asteroid;57800;14.264;0.1638;252.023;65.035;3.419.979;1.873.723;11.929;1.66;1.7;0.277;22;19.7
350713 (2001 XP88);Amor Asteroid;57800;1.347;0.1947;67.454;2.613.875;978.109;3.208.265;10.848;1.61;1.56;0.1383;55;20.7
350751 (2002 AW);Apollo Asteroid (Hazard);57800;10.707;0.2562;0.5716;1.188.703;1.623.775;724.405;0.7963;1.34;1.11;0.0048;52;20.8
350872 (2002 PG43);Amor Asteroid;57800;2.175;0.4024;69.305;53.863;3.470.169;1.830.186;12.997;3.05;3.21;0.2948;16;18.1
350964 (2003 BT35);Amor Asteroid;57800;13.946;0.1712;572.662;415.882;1.225.779;1.567.948;11.558;1.63;1.65;0.2141;47;18.6
350988 (2003 GW);Apollo Asteroid;57800;18.206;0.4762;494.381;906.209;1.832.127;1.780.481;0.9537;2.69;2.46;0.3252;129;16.8
351278 (2004 SB20);Apollo Asteroid;57800;1.183;0.4133;302.753;2.093.582;309.245;3.134.444;0.694;1.67;1.29;0.269;42;18.8
351331 (2004 XH29);Apollo Asteroid;57800;13.811;0.5032;226.251;3.340.541;2.320.795;1.156.054;0.6861;2.08;1.62;0.273;38;18.8
351340 (2004 YC5);Apollo Asteroid;57800;19.302;0.6171;114.063;270.318;3.346.602;2.168.981;0.739;3.12;2.68;0.1365;45;18.1
351370 (2005 EY);Apollo Asteroid;57800;25.161;0.8909;17.241;1.857.287;624.247;3.413.196;0.2745;4.76;3.99;0.2338;31;17.2
351508 (2005 RN33);Amor Asteroid;57800;17.337;0.2567;71.896;3.000.628;1.007.139;3.397.527;12.886;2.18;2.28;0.3213;46;19.6
351545 (2005 TE15);Apollo Asteroid;57800;12.042;0.3436;131.303;2.411.845;109.104;2.861.085;0.7905;1.62;1.32;0.055;50;19.7
351815 (2006 OF15);Amor Asteroid;57800;20.086;0.3543;231.828;2.462.225;1.225.307;2.353.161;1.297;2.72;2.85;0.4241;28;18.4
352102 (2007 AG12);Apollo Asteroid (Hazard);57800;20.904;0.6561;419.841;68.154;3.055.107;1.617.386;0.7189;3.46;3.02;0.0469;24;19.5
352143 (2007 LR32);Amor Asteroid;57800;26.222;0.5173;101.844;719.127;2.666.687;81.752;12.658;3.98;4.25;0.3162;140;17.2
353190 (2009 ST);Amor Asteroid;57800;19.558;0.3685;108.993;269.816;1.892.912;1.936.517;1.235;2.68;2.74;0.3276;24;19.7
353938 (1998 QR15);Amor Asteroid;57800;2.766;0.5594;94.574;570.077;3.201.627;3.554.724;12.188;4.31;4.6;0.2614;25;18.1
353947 (1999 CT8);Apollo Asteroid;57800;12.495;0.394;445.021;400.511;3.371.443;362.022;0.7572;1.74;1.4;0.1919;28;18.8
354030 (2001 RB18);Amor Asteroid;57800;23.477;0.5418;41.801;1.751.207;1.983.417;974.092;10.756;3.62;3.6;0.0772;65;18.5
354101 (2001 YF1);Apollo Asteroid;57800;14.861;0.3395;200.158;2.898.536;2.794.844;549.479;0.9816;1.99;1.81;0.1249;40;19.2
354127 (2002 BP26);Amor Asteroid;57800;16.966;0.3945;302.544;2.027.534;3.473.672;2.682.585;10.272;2.37;2.21;0.056;41;19.2
354182 (2002 DU3);Apollo Asteroid (Hazard);57800;11.454;0.2382;87.013;2.454.879;0.697;109.638;0.8726;1.42;1.23;0.0075;33;20.7
354332 (2003 AD1);Amor Asteroid;57800;18.195;0.3228;271.293;447.709;1.175.381;2.379.415;12.321;2.41;2.45;0.3157;60;18.2
354663 (2005 LY19);Amor Asteroid;57800;1.602;0.2398;300.036;1.202.356;3.384.526;807.552;12.178;1.99;2.03;0.3336;36;16.3
354713 (2005 SG19);Amor Asteroid;57800;26.236;0.5891;249.064;249.245;130.884;2.921.441;10.781;4.17;4.25;0.2793;60;16.6
354876 (2006 BG55);Apollo Asteroid;57800;14.706;0.5982;124.485;167.621;1.409.408;3.026.847;0.5909;2.35;1.78;0.207;73;18.5
354952 (2006 FJ9);Amor Asteroid;57800;17.492;0.3455;4.124;1.015.851;166.44;2.066.174;11.448;2.35;2.31;0.1496;76;19.3
355046 (2006 SO19);Apollo Asteroid;57800;12.423;0.272;142.453;1.697.326;983.309;242.429;0.9044;1.58;1.38;0.1068;31;19.5
355256 (2007 KN4);Amor Asteroid;57800;33.408;0.6307;125.412;511.711;2.324.426;217.626;12.339;5.45;6.11;0.2756;62;16.8
355770 (2008 RE80);Amor Asteroid;57800;14.817;0.2461;16.594;261.557;1.820.324;186.197;11.171;1.85;1.8;0.1359;55;18.4
356285 (2010 DE);Amor Asteroid;57800;21.131;0.397;239.859;2.769.665;1.770.165;1.600.747;12.742;2.95;3.07;0.499;49;17.3
356394 (2010 QD2);Apollo Asteroid;57800;20.101;0.7854;106.385;1.258.192;1.207.159;1.238.663;0.4314;3.59;2.85;0.0605;67;17.5
356991 (1998 QA1);Apollo Asteroid (Hazard);57800;21.039;0.5324;81.683;3.329.426;2.990.306;395.522;0.9838;3.22;3.05;0.0048;51;18.9
357005 (1999 HA2);Apollo Asteroid;57800;27.949;0.6979;150.813;3.442.143;1.473.435;3.111.965;0.8444;4.75;4.67;0.1138;43;17.9
